word,క్రి.రూపం.,meaning,annotation
అంశహరుడు,"""",భాగము పుచ్చుకొనువాడు,
అంశహారి,"""",భాగముపంచుకొనువాడు,
ఆంశి,"""","భాగముకలవాడు,దాయభాగము గలవాడు",
అంశుమంతము,"""","ప్రకాశముగలది,మొనగలది",
అంశులుడు,"""",అంశువునుగ్రహించువాడు,
అంశ్యము,"""","విభాగమునకు తగినది,పంచుకొనదగినది",
అంసభారి/అంసభారికుడు,"""","బుజమున బరువుమోయువాడు,మూపున కాడి మోయునది",
అంసలుడు,"""",మంచిమూపుగలవాడు-బలవంతుడు,
అంస్యము,"""",అంసమున నుండునది,
అకరణము,"""","అకృత్రిమము,స్వాభావికము,ఇంద్రియములు లేనిది",
అకర్ణము,"""",చెవులు లేనిది,
అకర్తనుడు,"""","కత్తిరింపనివాడు,పొట్టివాడు,మరుగుజ్జు",
అకర్మకము,"""","పనిలేనిది,కర్మాధికారములేనిది,భ్రష్టము",
అకల్యము,"""","అస్వస్థము,రోగముగలది,సత్యమయినది",
అకాండము,"""","సమయోచితముకానిది,ఉన్నట్టుండికలిగినది,ఆకస్మికము,కాండములేనిది",
అకామము,"""","కోరికలేనిది,వలపులేనిది,మన్మథవికారములేనిది,బుద్ధిపూర్వకముగానిది",
అకాయుడు,"""",శరీరము లేనివాడు,
అకారణము,"""","కారణములేనిది,తనంతటనే కలిగినది",
అకార్యకారి,"""","చెడుపనిచేయువాడు,కార్యకారికానిది,పనిచేయనిది",
అకార్యము,"""","చేయదగనిది,అయుక్తము",
అకాలము,"""","కాలములేనిది,నలుపు కానిది,తెల్లనిది",
అకాలసహము,"""","కాలవిలంబము సహింపనిది,చిరకాలము ఆగలేనిది",
అకించనుడు,"""","కొంచెమైననులేనివాడు,నిరుపేద",
అకీర్తి,"""",కీర్తిలేనివాడు,
అకుంఠము/అకుంఠీతము,"""","మొక్కవోనిది,వాడియయినది,అడ్డులేనిది,ప్రతిబంధములేనిది,స్థిరము",
అకుతోభయుడు,"""",దేనివలనను భయము లేనివాడు-నిర్భయుడు,
అకూపారము,"""",మేరలేనిది,
అకృతబుద్ధి,"""",శిక్షితము కాని బుద్ధికలవాడు-మూర్ఖుడు,
అకృతము,"""","చేయబడనిది,తప్పుగా చేయబడినిది,సిద్ధము చేయబడనిది,సృజింపబడనిది",
ఆకృతాత్ముడు,"""","అశిక్షిత బుద్ధి కలవాడు,మూర్ఖుడు,బ్రహ్మానుసంధానము లేనివాడు",
అకృతాస్త్రుడు,"""","అస్త్రము లభ్యసింపనివాడు,విలువిద్యయందు ఆరి తేరని వాడు",
అకృత్యము,"""",చేయరానిది,
అకృష్టపచ్యము/అకృష్టరోహి,"""","దున్నని భూమి యందుపండునది,దున్నకయేపండునది",
అకృష్టము,"""","దున్నబడనిది,లాగబడనిది",
అకృష్ణకర్ముడు,"""","పుణ్యకర్ముడు,మంచిపనులు చేయువాడు",
అకేశుడు,"""",వెండ్రుకలులేనివాడు,
అక్కజము,విణ,"అధికము,హెచ్చైనది,శక్తికిమీరినది,అశక్యము,ఆశ్చర్యకరము",
అక్కజుడు,"""","అధికుడు,బలాధికుడు",
అక్కఱకత్తె,"""",అక్కఱగలది,
అక్కఱకాడు,"""",అక్కఱకలవాడు,
అక్కఱగండడు,"""",అక్కఱదీర్చువాడు,
అక్కసి,"""",అక్కసుగలవాడు,
అక్కసుకాడు,"""","అక్కసుకలవాడు,ఆగ్రహము కలవాడు",
అక్తము,సం.విణ,"పూయబడినది,వ్యక్తము,స్పష్టమైనది,వన్నెపెట్టబడినది,వ్యాప్తము,గతము",
అక్రమము,"""","క్రమములేనిది,పాదములు లేనిది",
